#ncbi_taxid	cluster_id	cluster_size	best_described_by
9606	CL:28138	12	mixed, incl. ELMO domain, and Transmembrane protein 150A
9606	CL:28140	5	ELMO domain, and Glycosyl transferase family 90
9606	CL:28152	5	mixed, incl. Transmembrane protein 150A, and Uncharacterised protein family UPF0561
9606	CL:28162	6	RAVE complex, and Lysin motif
9606	CL:28176	21	mixed, incl. protein autoubiquitination, and TMEM187 protein family
9606	CL:28177	15	mostly uncharacterized, incl. TMEM187 protein family, and TRIM34, PRY/SPRY domain
9606	CL:28179	5	mixed, incl. Domain of unknown function (DUF4589), and stress granule disassembly
9606	CL:28195	6	mixed, incl. TMEM187 protein family, and Trimethyllysine dioxygenase
9606	CL:28207	5	RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding, and protein autoubiquitination
9606	CL:28217	147	mostly uncharacterized, incl. Homeobox domain, and Amino acid transporter, transmembrane domain
9606	CL:28218	111	mostly uncharacterized, incl. Variable charge X/Y family, and Homeobox domain
9606	CL:28219	80	mostly uncharacterized, incl. Variable charge X/Y family, and Homeobox KN domain
9606	CL:28221	46	mostly uncharacterized, incl. Homeobox KN domain, and PGC7/Stella/Dppa3 domain 
9606	CL:28222	40	mostly uncharacterized, incl. Homeobox KN domain, and MAP7 (E-MAP-115) family
9606	CL:28223	26	mostly uncharacterized, incl. MAP7 (E-MAP-115) family, and Alport syndrome
9606	CL:28225	13	mixed, incl. MAP7 (E-MAP-115) family, and Alport syndrome
9606	CL:28227	6	mixed, incl. MAP7 (E-MAP-115) family, and Synaptotagmin-like protein 5
9606	CL:28258	8	mixed, incl. Protein POF1B, and plasma cell differentiation
9606	CL:28274	14	mixed, incl. Homeobox KN domain, and GTPase HflX
9606	CL:28275	7	mixed, incl. Homeobox KN domain, and TGF beta-induced protein/periostin
9606	CL:28288	7	mixed, incl. GTPase HflX, and Zfx / Zfy transcription activation region
9606	CL:28301	6	mixed, incl. PGC7/Stella/Dppa3 domain , and TMEM164 family
9606	CL:28319	30	mostly uncharacterized, incl. Variable charge X/Y family, and Akirin
9606	CL:28320	24	mixed, incl. Variable charge X/Y family, and Akirin
9606	CL:28321	15	mixed, incl. Akirin, and Domain of unknown function
9606	CL:28324	5	mixed, incl. Domain of unknown function, and Uncharacterized protein C6orf163
9606	CL:28339	6	mixed, incl. Akirin, and Glycosyl hydrolase family 99
9606	CL:28351	5	Variable charge X/Y family, and Chloride channel ClC-4
9606	CL:28367	6	mixed, incl. heat shock factor, and UPF0708 protein C6orf162
9606	CL:28378	31	mostly uncharacterized, incl. RUN domain, and Nuclear pore complex interacting protein
9606	CL:28379	18	mostly uncharacterized, incl. Nuclear pore complex interacting protein, and Probable N6-adenine methyltransferase
9606	CL:28380	13	mostly uncharacterized, incl. Probable N6-adenine methyltransferase, and LanC-like protein, eukaryotic
9606	CL:28381	7	mixed, incl. LanC-like protein, eukaryotic, and FAM47 family
9606	CL:2839	5	CIDE-N domain, and cellular response to aldosterone
9606	CL:28394	6	mixed, incl. Probable N6-adenine methyltransferase, and 5' nucleotidase family
9606	CL:28405	5	Nuclear pore complex interacting protein, and INTS6/SAGE1/DDX26B/CT45, C-terminal
9606	CL:28415	12	mixed, incl. RUN domain, and Shootin-1
9606	CL:28416	6	mixed, incl. Shootin-1, and Phenazine biosynthesis PhzF protein
9606	CL:28427	6	mixed, incl. Protein of unknown function DUF4795, and superior olivary nucleus maturation
9606	CL:28439	36	mostly uncharacterized, incl. aromatic amino acid transmembrane transporter activity, and Cation transporting ATPase, C-terminus
9606	CL:28440	18	mostly uncharacterized, incl. aromatic amino acid transmembrane transporter activity, and Transmembrane protein 247
9606	CL:28442	11	mixed, incl. aromatic amino acid transmembrane transporter activity, and SASH1, SAM domain repeat 1
9606	CL:28444	5	mixed, incl. methionine transport, and SASH1, SAM domain repeat 1
9606	CL:28464	6	mixed, incl. Transmembrane protein 247, and Linking region between Kunitz_BPTI and I-set on papilin
9606	CL:28475	18	mostly uncharacterized, incl. Cation transporting ATPase, C-terminus, and Dermatopontin
9606	CL:28477	5	mixed, incl. manganese ion homeostasis, and Nuclear receptor 2C2-associated protein
9606	CL:28494	8	mixed, incl. Dermatopontin, and Caskin2, SH3 domain
9606	CL:28510	91	mixed, incl. Zinc finger, RING-CH-type, and Zinc finger, RING-type
9606	CL:28511	57	mostly uncharacterized, incl. Zinc finger, RING-CH-type, and cytoskeletal calyx
9606	CL:28512	34	mostly uncharacterized, incl. cytoskeletal calyx, and Zinc finger, RING-CH-type
9606	CL:28514	16	mostly uncharacterized, incl. E3 ubiquitin-protein ligase RNF170, and E3 ubiquitin-protein ligase RNF186
9606	CL:28516	11	mostly uncharacterized, incl. E3 ubiquitin-protein ligase RNF170, and E3 ubiquitin-protein ligase RNF186
9606	CL:28519	5	mixed, incl. E3 ubiquitin-protein ligase RNF186, and E3 ubiquitin ligase RBR family
9606	CL:28552	14	mixed, incl. cytoskeletal calyx, and E3 ubiquitin-protein ligase MARCH-like
9606	CL:28554	5	E3 ubiquitin-protein ligase MARCH-like, and DC-STAMP-like protein
9606	CL:28568	6	mixed, incl. Testin, and Actin-like protein 7A
9606	CL:28580	22	mostly uncharacterized, incl. E3 ubiquitin-protein ligase MARCH-like, and cell gliding
9606	CL:28582	8	mixed, incl. E3 ubiquitin-protein ligase MARCH-like, and cell gliding
9606	CL:28604	10	mixed, incl. Protein PRRC1, and Glutaredoxin-like
9606	CL:28606	5	mixed, incl. Protein PRRC1, and Protein of unknown function DUF4513
9606	CL:2861	14	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain, and p53 negative regulator Mdm2/Mdm4
9606	CL:2862	7	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
9606	CL:28624	34	mostly uncharacterized, incl. Endomucin, and Arfaptin-1
9606	CL:28625	18	mostly uncharacterized, incl. Endomucin, and Arfaptin-1
9606	CL:28626	12	mostly uncharacterized, incl. Endomucin, and Arfaptin-1
9606	CL:28630	5	mixed, incl. Arfaptin-1, and Transmembrane protein 131-like
9606	CL:28649	6	mixed, incl. Coiled-coil domain-containing protein 158, and Securin sister-chromatid separation inhibitor
9606	CL:28660	16	mostly uncharacterized, incl. Protein GUCD1, and TMEM156 protein
9606	CL:28662	7	mixed, incl. Protein GUCD1, and Putative Interleukin 2 receptor, gamma chain
9606	CL:28680	6	mixed, incl. TMEM156 protein, and Reticulophagy regulator 3
9606	CL:28691	36	mostly uncharacterized, incl. Nuclear body protein SP140, and Mitochondrial pyruvate carrier
9606	CL:28692	20	mixed, incl. Nuclear body protein SP140, and Mitochondrial pyruvate carrier
9606	CL:28693	12	mixed, incl. Mitochondrial pyruvate carrier, and AN1-like Zinc finger
9606	CL:28695	5	Mitochondrial pyruvate carrier, and Proline-rich protein 18
9606	CL:28716	8	mixed, incl. Nuclear body protein SP140, and Dapper
9606	CL:28731	16	mostly uncharacterized, incl. TLC domain, and RWD domain-containing protein 3
9606	CL:28733	6	mixed, incl. embryonic heart tube elongation, and Mirror-image polydactyly gene 1 protein
9606	CL:28749	7	mixed, incl. RWD domain-containing protein 3, and Cilia- and flagella-associated protein 53
9606	CL:2876	5	p53 negative regulator Mdm2/Mdm4, and P53 transactivation motif
9606	CL:28762	51	mostly uncharacterized, incl. Freud, C2 domain, and bis(5'-adenosyl)-triphosphatase activity
9606	CL:28763	30	mostly uncharacterized, incl. Freud, C2 domain, and maintenance of protein location in nucleus
9606	CL:28764	18	mostly uncharacterized, incl. Freud, C2 domain, and Coiled-coil protein 142
9606	CL:28765	11	mostly uncharacterized, incl. Coiled-coil protein 142, and RBM45, RNA recognition motif 1
9606	CL:28768	5	mixed, incl. RBM45, RNA recognition motif 1, and AMMECR1 domain
9606	CL:28787	6	mixed, incl. Freud, C2 domain, and Organic solute transporter Ostalpha
9606	CL:288	5	FGFR3b ligand binding and activation, and Lacrimo-auriculo-dento-digital syndrome
9606	CL:28800	10	mixed, incl. FAM192A/Fyv6, N-terminal, and Domain of unknown function (DUF4581)
9606	CL:28803	5	mixed, incl. RING finger and SPRY domain-containing protein 1, SPRY domain, and Methyltransferase type 12
9606	CL:28822	21	mostly uncharacterized, incl. bis(5'-adenosyl)-triphosphatase activity, and Impact family
9606	CL:28823	12	mixed, incl. bis(5'-adenosyl)-triphosphatase activity, and Impact family
9606	CL:28825	5	bis(5'-adenosyl)-triphosphatase activity, and GTPase binding
9606	CL:28847	8	mixed, incl. Deleted in lung and esophageal cancer protein 1, and riboflavin transport
9606	CL:28863	47	mixed, incl. F-box domain, and Calcium-activated chloride channel N terminal
9606	CL:28864	24	mixed, incl. Calcium-activated chloride channel N terminal, and UDP-glucuronosyl/UDP-glucosyltransferase
9606	CL:28865	16	mixed, incl. Calcium-activated chloride channel N terminal, and Casein Kinase 2 substrate
9606	CL:28867	10	mixed, incl. cellular response to genistein, and SH2 domain-containing adapter protein D
9606	CL:28871	5	mixed, incl. Calcium homeostasis modulator protein 4, and Limb expression 1
9606	CL:28896	8	mixed, incl. UPF0489 domain, and Methyltransferase TRM13
9606	CL:28911	23	F-box domain, and Mitogen-activated protein kinase kinase kinase 12/13
9606	CL:28912	13	F-box domain
9606	CL:28915	5	Kelch repeat type 2, and F-box domain
9606	CL:28928	5	mixed, incl. F-box only protein 47, and Domain of unknown function DUF4347
9606	CL:28937	10	mixed, incl. Mitogen-activated protein kinase kinase kinase 12/13, and APC10/DOC domain
9606	CL:28938	5	mixed, incl. Schlafen family member 8/9/13, and Mitogen-activated protein kinase kinase kinase 12/13
9606	CL:28947	5	mixed, incl. Bacterial SH3 domain, and Cancer-associated antigen RCAS1
9606	CL:28956	87	mostly uncharacterized, incl. HMG14 and HMG17, and protein serine/threonine/tyrosine kinase activity
9606	CL:28957	57	mostly uncharacterized, incl. HMG14 and HMG17, and SH3-binding, glutamic acid-rich protein
9606	CL:28958	29	mixed, incl. HMG14 and HMG17, and SH3-binding, glutamic acid-rich protein
9606	CL:28959	17	mixed, incl. HMG14 and HMG17, and SH3-binding, glutamic acid-rich protein
9606	CL:28960	11	mixed, incl. SH3-binding, glutamic acid-rich protein, and Purkinje cell protein 4
9606	CL:28962	5	mixed, incl. Lebercilin-like, and SH3-binding, glutamic acid-rich protein
9606	CL:2897	17	calcium-dependent cysteine-type endopeptidase activity, and Pirin
9606	CL:28981	6	HMG14 and HMG17, and Queuosine salvage protein family
9606	CL:2899	12	Peptidase C2, calpain family, and Calpastatin
9606	CL:28992	12	mostly uncharacterized, incl. TTDN1/Protein SICKLE, and Endoribonuclease YbeY
9606	CL:28993	7	mixed, incl. Endoribonuclease YbeY, and Ribosome biogenesis protein SLX9
9606	CL:29006	5	mixed, incl. TTDN1/Protein SICKLE, and Domain of unknown function (DUF1992)
9606	CL:29015	28	mostly uncharacterized, incl. protein serine/threonine/tyrosine kinase activity, and Nuclear protein MDM1
9606	CL:29016	17	mostly uncharacterized, incl. Nuclear protein MDM1, and Centriole, cilia and spindle-associated
9606	CL:29018	6	mixed, incl. Dual specificity tyrosine-phosphorylation-regulated kinase 1A, and Family of FAM53
9606	CL:29036	7	mixed, incl. Nuclear protein MDM1, and Centriole, cilia and spindle-associated
9606	CL:2904	6	calcium-dependent cysteine-type endopeptidase activity
9606	CL:29049	11	mostly uncharacterized, incl. Reticulon-4-interacting protein 1, and Domain of unknown function (DUF4570)
9606	CL:29050	6	mixed, incl. Reticulon-4-interacting protein 1, and Domain of unknown function (DUF4570)
9606	CL:29061	5	mixed, incl. Flagellar C1a complex subunit C1a-32, and Wnt and FGF inhibitory regulator
9606	CL:29070	30	mostly uncharacterized, incl. Prothymosin/parathymosin, and L-glutamate transmembrane transport
9606	CL:29071	21	mostly uncharacterized, incl. Prothymosin/parathymosin, and L-glutamate transmembrane transport
9606	CL:29072	14	mixed, incl. Prothymosin/parathymosin, and cysteine transport
9606	CL:29074	5	mixed, incl. negative regulation of muscle atrophy, and GAGE family
9606	CL:29088	6	mixed, incl. cysteine transport, and negative regulation of L-glutamate import across plasma membrane
9606	CL:29100	5	ChaC-like protein, and SOCS box
9606	CL:29114	7	mixed, incl. Ccdc97-like, and spindle matrix
9606	CL:29129	26	mostly uncharacterized, incl. Zinc finger, NF-X1-type, and Schizophrenia
9606	CL:29130	16	mostly uncharacterized, incl. Zinc finger, NF-X1-type, and cardiac cell fate specification
9606	CL:29131	11	mixed, incl. Zinc finger, NF-X1-type, and cardiac cell fate specification
9606	CL:29133	6	mixed, incl. Regulator of G-protein signalling 4, and dendritic microtubule
9606	CL:29152	5	mixed, incl. Schwannomin-interacting protein 1, and Fusion protein IQCJ-SCHIP1, N-terminal
9606	CL:29162	6	mixed, incl. Uncharacterised conserved protein (DUF2371), and Lysosome-associated membrane glycoprotein
9606	CL:29180	159	mostly uncharacterized, incl. CCDC144C protein coiled-coil region, and Golgin subfamily A
9606	CL:29181	94	mostly uncharacterized, incl. CCDC144C protein coiled-coil region, and CobW-like, C-terminal domain superfamily
9606	CL:29182	58	mostly uncharacterized, incl. CobW-like, C-terminal domain superfamily, and CCDC144C protein coiled-coil region
9606	CL:29183	31	mostly uncharacterized, incl. 4F5 protein family, and Cezanne-2 peptidase
9606	CL:29184	16	mostly uncharacterized, incl. Peptidase family M49, and TDRD7, third LOTUS domain
9606	CL:29187	5	mixed, incl. Protein of unknown function DUF4558, and GAGE family
9606	CL:29202	7	mixed, incl. TDRD7, third LOTUS domain, and Transmembrane protein PVRIG
9606	CL:29215	15	mixed, incl. 4F5 protein family, and Cezanne-2 peptidase
9606	CL:29216	8	mixed, incl. Cezanne-2 peptidase, and Myotubularin-related protein 10
9606	CL:29231	7	mixed, incl. 4F5 protein family, and cellular response to monosodium glutamate
9606	CL:29244	27	mixed, incl. CobW-like, C-terminal domain superfamily, and CCDC144C protein coiled-coil region
9606	CL:29245	20	mixed, incl. CobW-like, C-terminal domain superfamily, and Protein FAM72
9606	CL:29247	13	mixed, incl. CobW-like, C-terminal domain superfamily, and Protein FAM72
9606	CL:29249	6	mixed, incl. Protein FAM72, and CobW-like, C-terminal domain superfamily
9606	CL:29275	5	Fork head domain conserved site1, and CCDC144C protein coiled-coil region
9606	CL:29285	5	mixed, incl. posterior mesonephric tubule development, and FRG1-like domain
9606	CL:29297	36	mostly uncharacterized, incl. CCDC144C protein coiled-coil region, and Golgin subfamily A
9606	CL:29298	19	mostly uncharacterized, incl. Sjoegren syndrome/scleroderma autoantigen 1, and FAM76 protein
9606	CL:29301	6	mixed, incl. FAM76 protein, and SUMO ligase activity
9606	CL:29320	5	mixed, incl. Sjoegren syndrome/scleroderma autoantigen 1, and Leucine rich adaptor protein 
9606	CL:29335	17	mixed, incl. CCDC144C protein coiled-coil region, and Golgin subfamily A
9606	CL:29339	11	mixed, incl. CCDC144C protein coiled-coil region, and sperm competition
9606	CL:29341	5	Golgin subfamily A member 6-like, and CCDC144C protein coiled-coil region
9606	CL:2935	89	mixed, incl. autophagy of mitochondrion, and autophagosome
9606	CL:2936	84	mixed, incl. autophagy of mitochondrion, and autophagosome
9606	CL:29368	65	mostly uncharacterized, incl. Putative golgin subfamily A member 2-like protein 5, and Retrotransposon gag protein 
9606	CL:29369	47	mostly uncharacterized, incl. Putative golgin subfamily A member 2-like protein 5, and Retrotransposon gag protein 
9606	CL:29371	32	mostly uncharacterized, incl. Retrotransposon gag protein , and Magnesium transporter NIPA
9606	CL:29373	17	mostly uncharacterized, incl. Retrotransposon gag protein , and Neuronatin
9606	CL:29374	12	mixed, incl. Retrotransposon gag protein , and Neuronatin
9606	CL:29376	6	mixed, incl. Retrotransposon gag protein , and Alpha/beta hydrolase of unknown function (DUF1057)
9606	CL:2938	49	autophagy of mitochondrion, and phagophore assembly site
9606	CL:29397	5	mixed, incl. regulation of spongiotrophoblast cell proliferation, and drug:proton antiporter activity
9606	CL:29409	13	mixed, incl. Magnesium transporter NIPA, and SNURF family
9606	CL:2941	41	autophagy of mitochondrion, and phagophore assembly site
9606	CL:29412	5	mixed, incl. Probable phospholipid-transporting ATPase VA, and E3 ubiquitin-protein ligase makorin 1, C-terminal
9606	CL:2944	36	Autophagy - other, and Receptor Mediated Mitophagy
9606	CL:29441	11	mostly uncharacterized, incl. Olfactomedin-like protein 1, and Liver-expressed antimicrobial peptide 2
9606	CL:29443	5	mixed, incl. Olfactomedin-like protein 1, and DBF4-type zinc finger-containing protein 2
